Start,Status,Latency,ByteIn,ByteOut,Error,Scheduled,modelRead,modelBuild,tensors,imageRead,imgResize,interpreterLoops,outputPrep,Name,SquenceNumber
1712160302256098548,200,18066003876,71,849,,1712160317936598000 ,1712160317940772000 ,1712160317999523000 ,1712160318449552000 ,1712160318463958000 ,1712160318712104000 ,1712160319869576000 ,1712160319872345000 ,,935
1712160302466151929,200,17856005739,71,849,,1712160317938504000 ,1712160317942792000 ,1712160318003235000 ,1712160318493918000 ,1712160318503384000 ,1712160318694795000 ,1712160319797015000 ,1712160319799948000 ,,977
1712160302436761612,200,17885438065,71,849,,1712160317936420000 ,1712160317940636000 ,1712160317998836000 ,1712160318518589000 ,1712160318524552000 ,1712160318653903000 ,1712160319946795000 ,1712160319949242000 ,,971
1712160302326541761,200,17995684216,71,849,,1712160317936496000 ,1712160317940621000 ,1712160317982030000 ,1712160318137109000 ,1712160318137214000 ,1712160318625656000 ,1712160319961158000 ,1712160319962040000 ,,949
1712160302375858456,200,17946384520,71,849,,1712160317931281000 ,1712160317932932000 ,1712160317986252000 ,1712160318266125000 ,1712160318272658000 ,1712160318283477000 ,1712160319801341000 ,1712160319802654000 ,,959
1712160302281251591,200,18041000666,71,849,,1712160317936222000 ,1712160317940116000 ,1712160317945055000 ,1712160318269620000 ,1712160318279728000 ,1712160318702137000 ,1712160319914803000 ,1712160319915494000 ,,940
1712160302476544277,200,17845723509,71,849,,1712160317938429000 ,1712160317942589000 ,1712160318002629000 ,1712160318274207000 ,1712160318285311000 ,1712160318667792000 ,1712160319773405000 ,1712160319779799000 ,,979
1712160302285967232,200,18036307534,71,849,,1712160317936442000 ,1712160317940713000 ,1712160317999067000 ,1712160318189034000 ,1712160318189293000 ,1712160318703294000 ,1712160319796820000 ,1712160319800011000 ,,941
1712160302381707221,200,17940902490,71,849,,1712160317937250000 ,1712160317942000000 ,1712160317978424000 ,1712160318449961000 ,1712160318459825000 ,1712160318647651000 ,1712160319785381000 ,1712160319786917000 ,,960
1712160302336140100,200,17988711766,71,849,,1712160317936478000 ,1712160317940584000 ,1712160317999445000 ,1712160318584385000 ,1712160318601908000 ,1712160318651655000 ,1712160319986088000 ,1712160319987742000 ,,951
1712160302401597239,200,17927033612,71,849,,1712160317937255000 ,1712160317941965000 ,1712160317999278000 ,1712160318518564000 ,1712160318523478000 ,1712160318686941000 ,1712160319763291000 ,1712160319774040000 ,,964
1712160302301666654,200,18027023296,71,849,,1712160317936500000 ,1712160317940604000 ,1712160317999212000 ,1712160318333850000 ,1712160318341250000 ,1712160318666979000 ,1712160319653851000 ,1712160319664276000 ,,944
1712160302261873974,200,18074340655,71,849,,1712160317936258000 ,1712160317940542000 ,1712160317999134000 ,1712160318391229000 ,1712160318424269000 ,1712160318709791000 ,1712160320118239000 ,1712160320118835000 ,,936
1712160302481553533,200,17854762154,71,849,,1712160317937448000 ,1712160317942443000 ,1712160318002772000 ,1712160318461571000 ,1712160318467821000 ,1712160318681055000 ,1712160320050456000 ,1712160320051072000 ,,980
1712160302500966551,200,17835355710,71,849,,1712160318586597000 ,1712160318591415000 ,1712160318625855000 ,1712160318658462000 ,1712160318669876000 ,1712160318679752000 ,1712160320132407000 ,1712160320133603000 ,,984
1712160302486551076,200,17850352253,71,849,,1712160317937243000 ,1712160317942034000 ,1712160317994286000 ,1712160318511381000 ,1712160318521497000 ,1712160318699252000 ,1712160320152489000 ,1712160320156923000 ,,981
1712160302331313370,200,18005630878,71,849,,1712160317931455000 ,1712160317931510000 ,1712160317932021000 ,1712160318406889000 ,1712160318431991000 ,1712160318844480000 ,1712160320132750000 ,1712160320135717000 ,,950
